Claim_ID,SKU,Failed_Component,Claim_Date,Days_In_Service,Repair_Cost,Resolution,Failure_Symptom
WC-02421,WCH-ZEN-0018,Battery,2025-12-23,997,42.04,Repaired,Battery drains fast
WC-02422,PHN-ZEN-0023,OLED Display,2024-11-27,727,191.23,Replaced,Won't power on
WC-02423,PHN-SOL-0010,Charging Port,2024-06-26,736,19.37,Pending,Won't power on
WC-02424,PHN-SOL-0030,Battery,2026-01-26,752,67.85,Repaired,Unresponsive
WC-02425,TAB-EMB-0006,Battery,2026-03-10,360,77.05,Replaced,Not charging
WC-02426,TAB-ORB-0024,Speaker Unit,2026-03-29,190,39.66,Replaced,Battery drains fast
WC-02427,LAP-VOR-0018,Battery,2025-01-08,410,129.12,Refunded,Won't power on
WC-02428,WCH-SOL-0002,Logic Board,2024-08-22,999,94.64,Pending,Battery drains fast
WC-02429,LAP-VOR-0035,Motherboard,2024-12-27,842,293.89,Pending,Malfunctioning
WC-02430,TAB-ZEN-0010,Charging Port,2024-05-23,668,58.15,Repaired,Malfunctioning
WC-02431,EAR-ZEN-0005,Battery,2025-08-31,55,27.73,Pending,Cracked/damaged
WC-02432,TAB-EMB-0011,Logic Board,2025-12-14,874,375.09,Refunded,Overheating
WC-02433,PHN-NIM-0024,Logic Board,2025-07-09,403,252.85,Pending,Not charging
WC-02434,LAP-NIM-0002,Cooling Fan,2025-04-06,126,58.85,Repaired,Cracked/damaged
WC-02435,PHN-ORB-0014,Battery,2025-10-10,741,99.67,Pending,Cracked/damaged
WC-02436,PHN-NIM-0008,Logic Board,2024-01-28,819,162.15,Pending,Overheating
WC-02437,PHN-SOL-0030,Logic Board,2026-05-27,605,424.57,Pending,Cracked/damaged
WC-02438,EAR-ZEN-0001,Battery,2025-02-27,206,33.45,Refunded,Unresponsive
WC-02439,WCH-EMB-0010,Battery,2025-09-25,689,34.05,Replaced,Battery drains fast
WC-02440,LAP-EMB-0008,Battery,2026-05-12,919,75.31,Pending,Won't power on
WC-02441,LAP-VOR-0018,Motherboard,2024-02-12,540,250.2,Pending,Unresponsive
WC-02442,LAP-EMB-0020,Display Panel,2026-04-19,520,159.22,Repaired,Won't power on
WC-02443,PHN-NIM-0026,Battery,2026-05-26,488,58.34,Replaced,Won't power on
WC-02444,LAP-ORB-0005,Battery,2024-10-13,44,82.16,Pending,Won't power on
WC-02445,TAB-VOR-0008,Speaker Unit,2024-09-23,919,25.76,Pending,Random shutdowns
WC-02446,TAB-ZEN-0005,Logic Board,2025-10-31,964,162.92,Replaced,Unresponsive
WC-02447,LAP-VOR-0035,Motherboard,2026-01-13,910,368.7,Repaired,Unresponsive
WC-02448,PHN-SOL-0006,OLED Display,2024-11-30,626,240.21,Replaced,Not charging
WC-02449,LAP-ORB-0005,Battery,2026-01-09,833,71.87,Refunded,Malfunctioning
WC-02450,EAR-VOR-0007,Bluetooth Chip,2024-06-11,742,38.79,Replaced,Cracked/damaged
WC-02451,WCH-ZEN-0007,Battery,2024-02-10,918,57.66,Pending,Won't power on
WC-02452,PHN-VOR-0032,Battery,2024-09-28,749,57.44,Replaced,Random shutdowns
WC-02453,PHN-ZEN-0002,Camera Module,2025-03-21,981,112.82,Replaced,Overheating
WC-02454,WCH-SOL-0002,Sensor Module,2026-02-17,510,55.68,Replaced,Not charging
WC-02455,PHN-NIM-0008,Battery,2024-04-23,655,48.33,Refunded,Overheating
WC-02456,WCH-VOR-0008,Logic Board,2024-08-15,274,118.59,Pending,Overheating
WC-02457,LAP-VOR-0018,Motherboard,2026-01-07,226,143.83,Replaced,Malfunctioning
WC-02458,EAR-ZEN-0005,Battery,2025-01-11,584,44.75,Replaced,Unresponsive
WC-02459,PHN-VOR-0032,Camera Module,2026-03-31,137,85.26,Pending,Random shutdowns
WC-02460,TAB-SOL-0019,Logic Board,2026-01-12,570,250.49,Replaced,Random shutdowns
WC-02461,LAP-ZEN-0030,Battery,2025-01-08,703,112.77,Replaced,Random shutdowns
WC-02462,WCH-VOR-0017,Display,2025-06-07,508,81.65,Pending,Overheating
WC-02463,TAB-ZEN-0009,Battery,2025-03-26,962,58.13,Refunded,Battery drains fast
WC-02464,PHN-ZEN-0034,Logic Board,2025-07-08,311,350.92,Replaced,Malfunctioning
WC-02465,EAR-ZEN-0005,Battery,2024-04-23,667,23.6,Refunded,Not charging
WC-02466,PHN-ZEN-0002,Logic Board,2025-06-04,635,455.22,Repaired,Cracked/damaged
WC-02467,PHN-EMB-0033,Logic Board,2024-07-01,436,486.52,Repaired,Overheating
WC-02468,PHN-ORB-0004,Charging Port,2026-05-27,444,41.94,Replaced,Cracked/damaged
WC-02469,LAP-NIM-0002,RAM Module,2024-10-05,975,102.1,Repaired,Not charging
WC-02470,PHN-ZEN-0012,Battery,2025-01-25,466,50.17,Pending,Overheating
WC-02471,PHN-ZEN-0012,OLED Display,2024-12-28,361,97.06,Repaired,Malfunctioning
WC-02472,LAP-VOR-0035,Battery,2025-05-30,715,98.12,Replaced,Cracked/damaged
WC-02473,LAP-ZEN-0030,Cooling Fan,2025-07-22,87,35.07,Replaced,Overheating
WC-02474,PHN-EMB-0015,Logic Board,2025-01-05,80,569.78,Repaired,Won't power on
WC-02475,PHN-VOR-0020,OLED Display,2026-03-19,570,167.83,Replaced,Won't power on
WC-02476,LAP-SOL-0029,SSD Storage,2025-03-28,653,159.96,Replaced,Malfunctioning
WC-02477,LAP-ORB-0028,SSD Storage,2026-05-24,901,189.95,Repaired,Overheating
WC-02478,LAP-VOR-0023,Motherboard,2024-09-05,855,146.48,Pending,Cracked/damaged
WC-02479,EAR-SOL-0006,Battery,2024-02-12,327,31.35,Replaced,Cracked/damaged
WC-02480,TAB-ZEN-0005,Logic Board,2025-10-05,358,103.23,Pending,Cracked/damaged
WC-02481,PHN-ORB-0011,Logic Board,2025-02-13,261,517.42,Refunded,Not charging
WC-02482,LAP-VOR-0023,RAM Module,2025-11-03,217,86.61,Refunded,Malfunctioning
WC-02483,WCH-VOR-0008,Logic Board,2025-07-14,762,149.65,Repaired,Battery drains fast
WC-02484,LAP-EMB-0027,Display Panel,2026-03-05,973,144.48,Pending,Malfunctioning
WC-02485,LAP-ZEN-0031,Cooling Fan,2026-05-24,228,74.63,Pending,Overheating
WC-02486,LAP-VOR-0035,Motherboard,2025-11-27,779,278.75,Replaced,Malfunctioning
WC-02487,LAP-SOL-0007,Battery,2026-02-21,355,184.53,Pending,Cracked/damaged
WC-02488,TAB-SOL-0002,Touch Display,2025-05-13,302,202.47,Pending,Malfunctioning
WC-02489,LAP-ZEN-0031,Keyboard Assembly,2025-05-13,450,93.42,Refunded,Cracked/damaged
WC-02490,LAP-EMB-0020,Cooling Fan,2025-12-19,91,55.17,Repaired,Unresponsive
WC-02491,LAP-NIM-0006,Cooling Fan,2025-04-01,879,52.7,Replaced,Random shutdowns
WC-02492,PHN-SOL-0025,OLED Display,2025-12-30,212,189.64,Refunded,Not charging
WC-02493,LAP-EMB-0008,Battery,2026-05-10,725,74.39,Pending,Cracked/damaged
WC-02494,TAB-VOR-0008,Logic Board,2025-07-01,959,397.47,Repaired,Cracked/damaged
WC-02495,LAP-ZEN-0013,Cooling Fan,2024-04-26,891,28.41,Pending,Random shutdowns
WC-02496,PHN-VOR-0019,OLED Display,2026-02-23,307,161.62,Pending,Random shutdowns
WC-02497,WCH-ZEN-0012,Display,2024-03-28,330,40.68,Replaced,Unresponsive
WC-02498,TAB-SOL-0002,Logic Board,2025-01-22,717,228.97,Repaired,Not charging
WC-02499,WCH-ORB-0014,Battery,2025-07-09,665,53.25,Replaced,Not charging
WC-02500,PHN-ZEN-0023,Battery,2024-04-12,415,49.31,Pending,Random shutdowns
WC-02501,PHN-NIM-0016,Camera Module,2025-06-16,166,105.45,Replaced,Random shutdowns
WC-02502,PHN-NIM-0024,Battery,2024-12-30,897,79.78,Replaced,Not charging
WC-02503,TAB-ORB-0021,Charging Port,2024-09-19,806,49.47,Repaired,Overheating
WC-02504,LAP-NIM-0002,Motherboard,2025-01-16,433,246.82,Replaced,Won't power on
WC-02505,TAB-SOL-0016,Logic Board,2024-06-17,703,160.69,Replaced,Malfunctioning
WC-02506,WCH-ZEN-0012,Display,2024-06-09,780,58.89,Pending,Malfunctioning
WC-02507,PHN-NIM-0026,OLED Display,2025-06-04,686,262.35,Refunded,Random shutdowns
WC-02508,LAP-ORB-0022,Motherboard,2024-05-31,85,368.23,Repaired,Unresponsive
WC-02509,LAP-NIM-0006,Cooling Fan,2026-01-12,999,49.53,Refunded,Won't power on
WC-02510,WCH-VOR-0017,Battery,2025-12-31,784,36.01,Replaced,Random shutdowns
WC-02511,EAR-ORB-0013,Battery,2025-07-22,645,27.07,Repaired,Malfunctioning
WC-02512,WCH-SOL-0002,Battery,2025-08-13,280,35.11,Repaired,Malfunctioning
WC-02513,LAP-VOR-0016,Motherboard,2024-12-30,861,218.46,Pending,Won't power on
WC-02514,WCH-VOR-0017,Battery,2024-11-08,876,44.1,Pending,Cracked/damaged
WC-02515,PHN-SOL-0010,Logic Board,2024-06-07,196,539.45,Repaired,Overheating
WC-02516,EAR-ZEN-0005,Battery,2024-07-18,224,31.96,Replaced,Won't power on
WC-02517,LAP-VOR-0035,Motherboard,2024-11-18,642,393.04,Refunded,Cracked/damaged
WC-02518,LAP-ZEN-0031,Webcam Module,2025-12-19,680,33.86,Pending,Malfunctioning
WC-02519,WCH-SOL-0002,Battery,2025-08-24,101,29.7,Refunded,Not charging
WC-02520,LAP-NIM-0025,Keyboard Assembly,2025-01-19,960,79.28,Refunded,Random shutdowns
WC-02521,LAP-ZEN-0013,Battery,2024-12-20,491,140.47,Pending,Random shutdowns
WC-02522,TAB-SOL-0019,Logic Board,2024-04-02,378,180.09,Refunded,Cracked/damaged
WC-02523,TAB-NIM-0020,Logic Board,2025-08-11,389,142.72,Pending,Not charging
WC-02524,TAB-ZEN-0005,Charging Port,2026-05-10,541,50.65,Refunded,Cracked/damaged
WC-02525,TAB-NIM-0007,Battery,2026-05-22,254,54.9,Pending,Not charging
WC-02526,PHN-SOL-0010,Camera Module,2025-05-05,684,54.68,Pending,Overheating
WC-02527,LAP-EMB-0008,Webcam Module,2024-01-31,887,35.95,Replaced,Random shutdowns
WC-02528,TAB-EMB-0001,Charging Port,2026-03-29,822,44.61,Repaired,Won't power on
WC-02529,LAP-ORB-0005,Battery,2026-03-01,925,96.91,Pending,Battery drains fast
WC-02530,EAR-ZEN-0004,Bluetooth Chip,2024-07-29,49,37.32,Repaired,Random shutdowns
WC-02531,PHN-EMB-0015,Logic Board,2025-09-08,603,298.26,Repaired,Overheating
WC-02532,TAB-SOL-0002,Battery,2024-02-04,330,53.42,Pending,Random shutdowns
WC-02533,WCH-ZEN-0007,Battery,2026-01-25,306,38.17,Pending,Battery drains fast
WC-02534,PHN-ZEN-0034,Logic Board,2025-04-26,510,329.81,Repaired,Battery drains fast
WC-02535,WCH-ZEN-0007,Logic Board,2025-04-21,180,107.34,Pending,Unresponsive
WC-02536,LAP-ZEN-0013,Motherboard,2024-07-08,784,238.48,Repaired,Overheating
WC-02537,PHN-NIM-0026,Logic Board,2026-02-11,587,309.31,Replaced,Battery drains fast
WC-02538,LAP-VOR-0016,RAM Module,2024-09-23,271,152.76,Replaced,Battery drains fast
WC-02539,LAP-NIM-0006,Display Panel,2025-10-18,434,165.76,Repaired,Unresponsive
WC-02540,TAB-VOR-0017,Logic Board,2025-05-17,787,238.05,Repaired,Overheating
WC-02541,LAP-NIM-0002,RAM Module,2025-02-12,317,82.03,Replaced,Overheating
WC-02542,WCH-ZEN-0012,Logic Board,2026-04-05,769,176.19,Repaired,Not charging
WC-02543,PHN-NIM-0008,Logic Board,2026-01-07,148,226.97,Refunded,Malfunctioning
WC-02544,PHN-ORB-0014,Logic Board,2025-03-12,202,456.07,Replaced,Not charging
WC-02545,LAP-VOR-0035,Motherboard,2025-12-27,337,353.8,Pending,Malfunctioning
WC-02546,TAB-NIM-0020,Logic Board,2024-03-30,577,148.51,Repaired,Battery drains fast
WC-02547,PHN-SOL-0030,Charging Port,2024-08-01,100,35.45,Pending,Overheating
WC-02548,WCH-NIM-0011,Display,2025-03-19,347,123.11,Pending,Overheating
WC-02549,TAB-VOR-0018,Battery,2024-01-27,762,93.16,Refunded,Overheating
WC-02550,PHN-NIM-0026,Logic Board,2024-08-30,933,450.18,Pending,Not charging
WC-02551,LAP-VOR-0035,Display Panel,2025-08-13,867,331.38,Pending,Not charging
WC-02552,LAP-SOL-0007,Cooling Fan,2024-08-22,986,41.19,Repaired,Random shutdowns
WC-02553,TAB-NIM-0020,Logic Board,2026-06-16,396,100.34,Pending,Malfunctioning
WC-02554,LAP-SOL-0011,Motherboard,2026-01-22,298,281.45,Refunded,Unresponsive
WC-02555,LAP-EMB-0008,Battery,2024-09-13,606,50.13,Pending,Random shutdowns
WC-02556,PHN-VOR-0029,Battery,2025-09-04,274,64.7,Pending,Cracked/damaged
WC-02557,WCH-SOL-0009,Battery,2024-09-19,457,47.3,Repaired,Battery drains fast
WC-02558,LAP-SOL-0029,RAM Module,2024-05-23,277,158.27,Repaired,Overheating
WC-02559,PHN-ORB-0031,Battery,2026-02-28,984,104.69,Repaired,Not charging
WC-02560,WCH-VOR-0008,Logic Board,2024-01-01,950,153.25,Pending,Malfunctioning
WC-02561,LAP-SOL-0007,Webcam Module,2024-06-30,86,35.98,Replaced,Not charging
WC-02562,LAP-NIM-0002,Battery,2024-05-15,115,47.51,Repaired,Random shutdowns
WC-02563,PHN-NIM-0021,Logic Board,2024-07-27,128,341.39,Refunded,Not charging
WC-02564,PHN-SOL-0027,Logic Board,2025-12-18,142,516.81,Repaired,Overheating
WC-02565,LAP-VOR-0009,Motherboard,2024-07-15,399,97.81,Refunded,Random shutdowns
WC-02566,LAP-EMB-0003,Keyboard Assembly,2026-05-06,591,74.73,Refunded,Random shutdowns
WC-02567,LAP-ORB-0001,RAM Module,2025-08-13,427,109.16,Repaired,Not charging
WC-02568,LAP-NIM-0006,Motherboard,2025-05-17,190,500.25,Repaired,Battery drains fast
WC-02569,PHN-SOL-0025,Battery,2025-01-03,456,34.57,Refunded,Cracked/damaged
WC-02570,LAP-ORB-0001,Battery,2025-05-27,747,166.52,Repaired,Not charging
WC-02571,WCH-SOL-0002,Display,2026-06-05,375,38.87,Pending,Not charging
WC-02572,LAP-EMB-0008,Cooling Fan,2026-03-06,505,71.71,Repaired,Random shutdowns
WC-02573,PHN-NIM-0026,Battery,2024-12-02,888,81.82,Repaired,Not charging
WC-02574,LAP-ORB-0036,Webcam Module,2026-01-22,622,39.28,Pending,Cracked/damaged
WC-02575,LAP-NIM-0002,Keyboard Assembly,2024-05-18,148,103.75,Replaced,Unresponsive
WC-02576,TAB-ZEN-0004,Touch Display,2024-05-10,794,173.39,Pending,Battery drains fast
WC-02577,LAP-ZEN-0034,SSD Storage,2024-12-25,581,121.78,Replaced,Malfunctioning
WC-02578,LAP-VOR-0035,SSD Storage,2024-12-24,719,105.39,Repaired,Won't power on
WC-02579,PHN-SOL-0006,Logic Board,2026-01-18,205,377.67,Repaired,Won't power on
WC-02580,PHN-EMB-0013,Battery,2024-03-21,39,68.98,Repaired,Cracked/damaged
WC-02581,EAR-VOR-0007,Bluetooth Chip,2024-09-22,736,18.58,Repaired,Cracked/damaged
WC-02582,TAB-ZEN-0010,Touch Display,2024-12-08,43,81.39,Replaced,Unresponsive
WC-02583,TAB-SOL-0014,Logic Board,2025-09-09,873,104.09,Pending,Random shutdowns
WC-02584,TAB-SOL-0016,Battery,2024-04-24,408,58.25,Replaced,Overheating
WC-02585,LAP-EMB-0008,SSD Storage,2024-08-05,171,133.49,Pending,Unresponsive
WC-02586,PHN-ZEN-0002,Battery,2024-05-04,793,77.17,Replaced,Battery drains fast
WC-02587,TAB-ORB-0003,Touch Display,2026-03-09,291,136.02,Pending,Battery drains fast
WC-02588,PHN-NIM-0008,Logic Board,2025-12-17,480,148.19,Replaced,Cracked/damaged
WC-02589,PHN-VOR-0003,Logic Board,2025-04-27,487,176.03,Repaired,Won't power on
WC-02590,PHN-ZEN-0023,Battery,2025-05-16,721,39.86,Pending,Not charging
WC-02591,PHN-SOL-0025,Camera Module,2024-10-15,559,111.06,Repaired,Not charging
WC-02592,LAP-EMB-0008,Cooling Fan,2026-04-03,448,69.58,Refunded,Battery drains fast
WC-02593,WCH-ORB-0016,Display,2025-09-22,366,84.73,Refunded,Random shutdowns
WC-02594,PHN-SOL-0027,OLED Display,2024-09-05,795,278.75,Refunded,Won't power on
WC-02595,TAB-EMB-0011,Logic Board,2025-05-27,717,327.01,Refunded,Random shutdowns
WC-02596,PHN-ZEN-0018,Logic Board,2024-08-25,659,246.02,Pending,Overheating
WC-02597,PHN-EMB-0009,Speaker Unit,2026-02-23,655,39.27,Repaired,Not charging
WC-02598,EAR-NIM-0017,Bluetooth Chip,2025-10-18,438,54.34,Repaired,Cracked/damaged
WC-02599,LAP-EMB-0020,Display Panel,2024-10-21,711,247.45,Replaced,Unresponsive
WC-02600,PHN-ZEN-0001,Speaker Unit,2024-08-11,250,20.07,Repaired,Malfunctioning
WC-02601,PHN-VOR-0007,Logic Board,2025-07-23,265,158.39,Repaired,Malfunctioning
WC-02602,PHN-SOL-0025,OLED Display,2025-04-05,351,247.34,Replaced,Battery drains fast
WC-02603,TAB-ORB-0012,Battery,2024-12-31,796,94.5,Refunded,Overheating
WC-02604,LAP-ORB-0024,Motherboard,2024-11-24,933,155.85,Refunded,Unresponsive
WC-02605,WCH-SOL-0002,Display,2025-12-08,241,63.37,Replaced,Overheating
WC-02606,TAB-ORB-0021,Battery,2024-02-08,947,104.83,Refunded,Won't power on
WC-02607,LAP-EMB-0027,Battery,2026-02-21,17,105.9,Repaired,Random shutdowns
WC-02608,PHN-VOR-0003,OLED Display,2026-03-10,903,293.9,Repaired,Cracked/damaged
WC-02609,WCH-VOR-0008,Logic Board,2025-09-20,666,126.9,Replaced,Battery drains fast
WC-02610,LAP-SOL-0007,Display Panel,2025-10-20,311,101.84,Repaired,Won't power on
WC-02611,PHN-NIM-0026,OLED Display,2025-10-26,35,261.95,Replaced,Overheating
WC-02612,LAP-EMB-0027,Cooling Fan,2025-05-24,645,39.42,Repaired,Won't power on
WC-02613,WCH-ORB-0016,Logic Board,2025-05-02,677,167.8,Repaired,Unresponsive
WC-02614,WCH-SOL-0002,Battery,2024-09-05,398,35.65,Pending,Malfunctioning
WC-02615,PHN-VOR-0003,Logic Board,2024-09-27,648,121.52,Replaced,Cracked/damaged
WC-02616,TAB-SOL-0019,Logic Board,2024-01-28,884,262.29,Refunded,Random shutdowns
WC-02617,LAP-EMB-0020,Battery,2026-04-17,100,146.36,Repaired,Overheating
WC-02618,LAP-ORB-0005,SSD Storage,2026-04-05,740,141.34,Repaired,Random shutdowns
WC-02619,LAP-SOL-0007,Battery,2025-07-17,931,182.25,Replaced,Malfunctioning
WC-02620,WCH-ZEN-0007,Battery,2025-05-02,623,40.26,Refunded,Random shutdowns
WC-02621,LAP-NIM-0004,Keyboard Assembly,2025-04-29,562,55.43,Replaced,Malfunctioning
WC-02622,TAB-VOR-0018,Logic Board,2026-05-01,289,117.29,Refunded,Cracked/damaged
WC-02623,TAB-VOR-0008,Charging Port,2025-06-16,239,54.55,Repaired,Won't power on
WC-02624,LAP-EMB-0008,SSD Storage,2026-04-30,828,177.45,Replaced,Battery drains fast
WC-02625,PHN-EMB-0015,Battery,2026-04-20,694,65.21,Replaced,Cracked/damaged
WC-02626,PHN-NIM-0021,Logic Board,2025-09-19,930,464.57,Refunded,Overheating
WC-02627,LAP-ORB-0024,Cooling Fan,2025-01-25,16,69.58,Repaired,Unresponsive
WC-02628,TAB-EMB-0001,Touch Display,2026-03-17,856,100.86,Refunded,Overheating
WC-02629,LAP-ORB-0024,Cooling Fan,2025-01-24,58,27.92,Pending,Malfunctioning
WC-02630,TAB-NIM-0007,Battery,2026-02-01,102,61.07,Replaced,Cracked/damaged
WC-02631,PHN-ZEN-0012,Charging Port,2026-01-22,123,44.07,Replaced,Overheating
WC-02632,WCH-NIM-0011,Logic Board,2025-12-01,496,115.21,Replaced,Overheating
WC-02633,PHN-SOL-0025,Logic Board,2024-11-25,321,349.16,Pending,Cracked/damaged
WC-02634,EAR-VOR-0009,Bluetooth Chip,2025-06-13,815,31.95,Repaired,Battery drains fast
WC-02635,LAP-NIM-0032,Motherboard,2024-08-29,87,190.13,Replaced,Cracked/damaged
WC-02636,TAB-EMB-0006,Charging Port,2024-10-11,88,36.04,Repaired,Not charging
WC-02637,LAP-SOL-0011,SSD Storage,2025-12-17,656,133.12,Pending,Won't power on
WC-02638,TAB-SOL-0019,Logic Board,2025-01-12,871,228.08,Refunded,Battery drains fast
WC-02639,LAP-EMB-0008,Keyboard Assembly,2026-05-17,511,60.34,Replaced,Won't power on
WC-02640,PHN-VOR-0007,Battery,2024-08-08,822,74.28,Repaired,Random shutdowns
WC-02641,WCH-SOL-0002,Logic Board,2026-03-07,340,95.2,Replaced,Not charging
WC-02642,TAB-NIM-0020,Touch Display,2024-08-05,146,177.57,Refunded,Cracked/damaged
WC-02643,PHN-SOL-0030,Logic Board,2024-12-21,398,512.31,Pending,Battery drains fast
WC-02644,LAP-ORB-0024,Motherboard,2026-06-11,44,159.05,Pending,Battery drains fast
WC-02645,WCH-VOR-0017,Battery,2025-12-01,961,62.36,Repaired,Battery drains fast
WC-02646,TAB-ORB-0021,Logic Board,2026-01-10,982,138.79,Refunded,Malfunctioning
WC-02647,LAP-SOL-0011,Battery,2026-04-30,531,99.53,Pending,Won't power on
WC-02648,LAP-SOL-0011,Cooling Fan,2024-03-11,506,55.29,Replaced,Not charging
WC-02649,LAP-ORB-0024,SSD Storage,2025-11-10,463,150.43,Replaced,Random shutdowns
WC-02650,PHN-ZEN-0002,Battery,2024-06-24,234,90.13,Refunded,Random shutdowns
WC-02651,EAR-VOR-0009,Battery,2024-01-31,615,28.8,Repaired,Not charging
WC-02652,TAB-ORB-0003,Speaker Unit,2024-03-07,640,16.4,Replaced,Not charging
WC-02653,PHN-ZEN-0001,Logic Board,2024-05-31,545,241.31,Repaired,Battery drains fast
WC-02654,EAR-SOL-0006,Battery,2024-02-09,905,40.27,Replaced,Cracked/damaged
WC-02655,PHN-SOL-0006,Battery,2025-04-29,700,81.8,Replaced,Battery drains fast
WC-02656,LAP-ZEN-0034,Motherboard,2025-08-03,990,319.28,Refunded,Random shutdowns
WC-02657,PHN-ORB-0031,Charging Port,2025-07-24,475,24.01,Repaired,Malfunctioning
WC-02658,LAP-VOR-0018,Webcam Module,2025-07-08,48,50.53,Replaced,Unresponsive
WC-02659,LAP-SOL-0007,Cooling Fan,2025-02-26,252,42.13,Replaced,Not charging
WC-02660,TAB-ZEN-0005,Logic Board,2024-07-14,98,121.95,Replaced,Overheating
WC-02661,LAP-SOL-0019,Battery,2024-01-11,910,82.15,Refunded,Random shutdowns
WC-02662,EAR-VOR-0007,Charging Case,2024-12-25,857,21.27,Repaired,Unresponsive
WC-02663,LAP-ZEN-0013,RAM Module,2024-07-25,548,180.22,Refunded,Unresponsive
WC-02664,LAP-ORB-0024,Motherboard,2025-05-11,32,162.59,Refunded,Cracked/damaged
WC-02665,PHN-VOR-0020,OLED Display,2024-11-24,620,150.3,Replaced,Cracked/damaged
WC-02666,TAB-NIM-0020,Speaker Unit,2025-09-19,56,30.64,Refunded,Cracked/damaged
WC-02667,LAP-NIM-0004,Display Panel,2026-02-18,974,264.54,Repaired,Random shutdowns
WC-02668,LAP-EMB-0003,Keyboard Assembly,2026-06-19,633,59.83,Pending,Not charging
WC-02669,TAB-ORB-0012,Charging Port,2025-05-18,390,49.11,Pending,Overheating
WC-02670,TAB-VOR-0017,Touch Display,2025-08-12,49,222.06,Refunded,Not charging
WC-02671,LAP-EMB-0008,Motherboard,2025-12-29,163,218.63,Pending,Overheating
WC-02672,PHN-NIM-0024,Logic Board,2025-07-08,452,280.52,Pending,Overheating
WC-02673,TAB-NIM-0007,Battery,2024-05-13,654,50.71,Replaced,Won't power on
WC-02674,LAP-SOL-0011,Webcam Module,2026-05-09,365,54.16,Refunded,Cracked/damaged
WC-02675,TAB-SOL-0016,Logic Board,2025-08-15,160,131.86,Refunded,Random shutdowns
WC-02676,PHN-NIM-0026,Battery,2026-05-28,787,62.15,Replaced,Malfunctioning
WC-02677,TAB-NIM-0020,Logic Board,2025-02-21,782,148.87,Replaced,Cracked/damaged
WC-02678,PHN-ORB-0014,Logic Board,2024-07-30,985,462.67,Repaired,Battery drains fast
WC-02679,TAB-VOR-0015,Battery,2024-01-25,146,48.52,Replaced,Unresponsive
WC-02680,EAR-NIM-0017,Battery,2025-04-23,635,16.49,Refunded,Not charging
WC-02681,LAP-ZEN-0034,Battery,2025-10-19,176,109.59,Refunded,Won't power on
WC-02682,PHN-ZEN-0023,Logic Board,2025-02-17,844,193.43,Repaired,Malfunctioning
WC-02683,LAP-NIM-0004,Motherboard,2025-10-06,909,139.13,Pending,Random shutdowns
WC-02684,LAP-VOR-0018,Display Panel,2025-02-14,98,222.28,Repaired,Overheating
WC-02685,WCH-NIM-0011,Logic Board,2024-02-08,880,135.77,Refunded,Random shutdowns
WC-02686,LAP-VOR-0009,Battery,2025-04-15,818,72.89,Replaced,Cracked/damaged
WC-02687,WCH-NIM-0001,Logic Board,2026-06-16,698,115.0,Repaired,Not charging
WC-02688,LAP-ORB-0036,Display Panel,2025-09-06,378,226.3,Repaired,Not charging
WC-02689,LAP-NIM-0032,Webcam Module,2025-03-28,497,28.04,Pending,Battery drains fast
WC-02690,LAP-ORB-0005,Motherboard,2024-01-05,825,292.4,Replaced,Not charging
WC-02691,PHN-NIM-0016,Logic Board,2026-02-28,560,224.53,Repaired,Malfunctioning
WC-02692,PHN-ZEN-0023,Logic Board,2024-09-14,24,229.09,Replaced,Battery drains fast
WC-02693,LAP-VOR-0010,Cooling Fan,2024-06-12,982,28.75,Pending,Battery drains fast
WC-02694,LAP-EMB-0003,SSD Storage,2024-02-01,701,257.73,Refunded,Cracked/damaged
WC-02695,LAP-ZEN-0026,Cooling Fan,2025-10-06,308,62.56,Repaired,Overheating
WC-02696,TAB-NIM-0020,Touch Display,2024-05-04,764,180.44,Replaced,Won't power on
WC-02697,LAP-VOR-0016,RAM Module,2024-07-29,926,188.72,Refunded,Unresponsive
WC-02698,TAB-ORB-0003,Touch Display,2026-05-29,408,158.96,Pending,Won't power on
WC-02699,LAP-SOL-0015,Keyboard Assembly,2025-05-03,753,78.18,Repaired,Random shutdowns
WC-02700,PHN-VOR-0003,OLED Display,2024-12-31,785,181.87,Replaced,Battery drains fast
WC-02701,LAP-VOR-0035,Motherboard,2025-05-30,726,385.75,Repaired,Unresponsive
WC-02702,PHN-ZEN-0001,Speaker Unit,2025-12-19,83,43.17,Repaired,Battery drains fast
WC-02703,PHN-ZEN-0012,Logic Board,2024-05-11,364,332.85,Replaced,Unresponsive
WC-02704,TAB-NIM-0020,Logic Board,2024-01-10,412,127.35,Pending,Battery drains fast
WC-02705,LAP-ORB-0005,Battery,2024-10-09,903,56.71,Repaired,Cracked/damaged
WC-02706,LAP-NIM-0004,Battery,2024-05-08,414,103.78,Refunded,Battery drains fast
WC-02707,LAP-EMB-0003,Keyboard Assembly,2026-01-15,199,71.83,Replaced,Won't power on
WC-02708,PHN-NIM-0008,Logic Board,2026-04-24,621,195.75,Repaired,Not charging
WC-02709,PHN-VOR-0020,Charging Port,2026-05-25,253,39.96,Repaired,Not charging
WC-02710,PHN-SOL-0030,Battery,2024-06-27,642,71.14,Replaced,Random shutdowns
WC-02711,PHN-NIM-0008,Battery,2024-12-14,613,32.69,Replaced,Random shutdowns
WC-02712,LAP-NIM-0006,Motherboard,2025-08-31,278,290.69,Pending,Unresponsive
